172.32.4.74 - - [05/May/2025:12:08:43 +0530] "GET /wp3/wp-content/plugins/formcraft3/src/js/Pagination.js HTTP/1.1" 200 696 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
172.32.4.74 - - [05/May/2025:13:43:36 +0530] "GET /robots.txt HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.2884.181 Safari/537.36"
172.32.4.74 - - [05/May/2025:13:56:29 +0530] "HEAD /participantslist.pdf HTTP/1.1" 404 - "-" "PDF Drive Crawler 1.05 ( https://www.pdfdrive.com/ )"
172.32.4.74 - - [05/May/2025:13:56:30 +0530] "GET /participantslist.pdf HTTP/1.1" 404 - "-" "Mozilla/5.0 (compatible; Google AppsViewer; http://drive.google.com)"
172.32.4.74 - - [05/May/2025:14:17:28 +0530] "GET /wp3/feed HTTP/1.1" 301 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:14:17:30 +0530] "GET /wp3/feed/ HTTP/1.1" 200 116618 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:14:23:33 +0530] "GET /robots.txt HTTP/1.1" 404 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.0; +https://openai.com/searchbot"
172.32.4.74 - - [05/May/2025:14:23:53 +0530] "GET / HTTP/1.1" 200 157 "-" "HTC_Dream Mozilla/5.0 (Linux; U; Android 1.5; en-ca; Build/CUPCAKE) AppleWebKit/528.5  (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
172.32.4.74 - - [05/May/2025:14:23:53 +0530] "GET /favicon.ico HTTP/1.1" 404 - "-" "HTC_Dream Mozilla/5.0 (Linux; U; Android 1.5; en-ca; Build/CUPCAKE) AppleWebKit/528.5  (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
172.32.4.74 - - [05/May/2025:14:43:43 +0530] "GET /wp3/wp-content/uploads/2021/08/1.-Enlistment_of_Bidder_For_Limited_Tender.pdf HTTP/1.1" 200 7346417 "http://ducc.du.ac.in/wp3/?page_id=247" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
172.32.4.74 - - [05/May/2025:14:48:12 +0530] "GET / HTTP/1.1" 200 157 "-" "Mozilla/5.0 (Windows NT 6.2; ARM; Trident/7.0; Touch; rv:11.0; WPDesktop; NOKIA; Lumia 635) like Gecko"
172.32.4.74 - - [05/May/2025:14:48:12 +0530] "GET /favicon.ico HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 6.2; ARM; Trident/7.0; Touch; rv:11.0; WPDesktop; NOKIA; Lumia 635) like Gecko"
172.32.4.74 - - [05/May/2025:14:51:17 +0530] "GET /web4/ever-shrinking-mex/43m9vc1.php?3c6e0b=tarkov-vss-vs-as-val HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
172.32.4.74 - - [05/May/2025:14:54:16 +0530] "GET /wp3/wp-content/uploads/2021/08/Wi-Fi-Log-in-process-Document1.pdf HTTP/1.1" 200 631147 "-" "Dalvik/2.1.0 (Linux; U; Android 12; vivo 1938 Build/SP1A.210812.003)"
172.32.4.74 - - [05/May/2025:14:54:16 +0530] "GET /wp3/wp-content/uploads/2021/08/Wi-Fi-Log-in-process-Document1.pdf HTTP/1.1" 200 631147 "-" "Dalvik/2.1.0 (Linux; U; Android 12; vivo 1938 Build/SP1A.210812.003)"
172.32.4.74 - - [05/May/2025:14:55:20 +0530] "GET /wp3/wp-content/uploads/2021/08/Wi-Fi-Log-in-process-Document1.pdf HTTP/1.1" 200 631147 "-" "Mozilla/5.0 (Linux; Android 12; vivo 1938) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.118 Mobile Safari/537.36 VivoBrowser/14.0.2.0"
172.32.4.74 - - [05/May/2025:15:13:13 +0530] "GET /wp3/feed/ HTTP/1.1" 304 - "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:25 +0530] "GET / HTTP/1.1" 200 157 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:25 +0530] "GET / HTTP/1.1" 200 157 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:25 +0530] "GET /wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:25 +0530] "GET /xmlrpc.php?rsd HTTP/1.1" 404 16 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:25 +0530] "GET / HTTP/1.1" 200 157 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:25 +0530] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:26 +0530] "GET /web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:26 +0530] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:26 +0530] "GET /website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:26 +0530] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:26 +0530] "GET /news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:27 +0530] "GET /2018/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:27 +0530] "GET /2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:27 +0530] "GET /shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:27 +0530] "GET /wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:27 +0530] "GET /test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:28 +0530] "GET /media/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:28 +0530] "GET /wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:28 +0530] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:28 +0530] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:16:28 +0530] "GET /sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:25:06 +0530] "GET /robots.txt HTTP/1.1" 404 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.0; +https://openai.com/searchbot"
172.32.4.74 - - [05/May/2025:15:33:06 +0530] "GET / HTTP/1.1" 200 157 "-" "Google-Edu"
172.32.4.74 - - [05/May/2025:15:33:50 +0530] "GET / HTTP/1.1" 200 157 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/ultimate-post/assets/css/style.min.css?ver=2.4.3 HTTP/1.1" 200 99695 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:00 +0530] "GET /wp3/samarthdu/ HTTP/1.1" 200 116707 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0 HTTP/1.1" 200 57184 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/css/classic-themes.min.css?ver=1 HTTP/1.1" 200 217 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/css/dist/block-library/style.min.css?ver=6.1.7 HTTP/1.1" 200 95021 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/gutentor/assets/library/wpness-grid/wpness-grid.min.css?ver=1.0.0 HTTP/1.1" 200 20577 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/gutentor/assets/library/animatecss/animate.min.css?ver=3.7.2 HTTP/1.1" 200 58139 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/column-shortcodes//assets/css/shortcodes.css?ver=1.0.1 HTTP/1.1" 200 3185 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/formcraft3/dist/formcraft-common.css?ver=3.8.25 HTTP/1.1" 200 28249 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/formcraft3/dist/form.css?ver=3.8.25 HTTP/1.1" 200 64566 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.19 HTTP/1.1" 200 128983 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/hide-featured-image-on-all-single-pagepost//tnado-styles.css?ver=6.1.7 HTTP/1.1" 200 408 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/google-language-translator/css/toolbar.css?ver=6.0.19 HTTP/1.1" 200 5732 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/themes/fleming/style.css?ver=6.1.7 HTTP/1.1" 200 80001 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/css/dashicons.min.css?ver=6.1.7 HTTP/1.1" 200 59016 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/sp-news-and-widget/assets/css/sp-news-public.css?ver=4.4 HTTP/1.1" 200 6209 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0 HTTP/1.1" 200 30999 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/fonts/6a329f5c71b5446002c355c478e41c9f.css?ver=1.0 HTTP/1.1" 200 10696 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/newsletter/style.css?ver=6.9.9 HTTP/1.1" 200 6282 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1 HTTP/1.1" 200 16636 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.0.13 HTTP/1.1" 200 18468 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.0.13 HTTP/1.1" 200 112213 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.0.13 HTTP/1.1" 200 3855 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/uploads/elementor/css/post-160.css?ver=1724223704 HTTP/1.1" 200 1014 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.13 HTTP/1.1" 200 57180 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/uploads/elementor/css/global.css?ver=1648029759 HTTP/1.1" 200 9169 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.0.13 HTTP/1.1" 200 26702 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/css/dist/components/style.min.css?ver=6.1.7 HTTP/1.1" 200 82425 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/css/dist/block-editor/style.min.css?ver=6.1.7 HTTP/1.1" 200 116844 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/css/dist/nux/style.min.css?ver=6.1.7 HTTP/1.1" 200 2740 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/css/dist/editor/style.min.css?ver=6.1.7 HTTP/1.1" 200 18825 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-content/plugins/gutentor/dist/blocks.style.build.css?ver=2.2.0 HTTP/1.1" 200 237681 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/css/dist/reusable-blocks/style.min.css?ver=6.1.7 HTTP/1.1" 200 522 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/js/jquery/jquery.min.js?ver=3.6.1 HTTP/1.1" 200 89684 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
172.32.4.74 - - [05/May/2025:15:34:02 +0530] "GET /wp3/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2 HTTP/1.1" 200 11224 "http://ducc.du.ac.in/wp3/samarthdu/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
